Customer_Industry,Region_Customer,Product_Category,Sales_Channel,Lead_Source,Year,Quarter,Revenue_EUR_Actual,Revenue_EUR_Forecast
Transport,North,MS365,MidMarket,Website,2021,Q2,7819715.124111464,7931418.8718396025
Transport,North,MS365,MidMarket,Trade Show,2021,Q2,8077274.6794512635,8274346.677610688
Transport,North,MS365,MidMarket,Mail,2021,Q2,8033386.335632811,8185822.778855851
Transport,North,MS365,SME,Website,2021,Q2,8112190.81981874,8190843.864722014
Transport,North,MS365,SME,Trade Show,2021,Q2,7894391.815340889,8110343.1599358
Transport,North,MS365,SME,Mail,2021,Q2,7962127.599966326,8216521.344571529
Transport,North,Google Workspaces,LargeEnterprise,Website,2021,Q2,2375746.8995345,5468832.723242453
Transport,North,Google Workspaces,LargeEnterprise,Trade Show,2021,Q2,2460399.0284426254,5415969.103322485
Transport,North,Google Workspaces,LargeEnterprise,Mail,2021,Q2,2359182.347840876,5535398.716270716
Transport,North,Google Workspaces,MidMarket,Website,2021,Q2,5898895.222445923,5659033.187668023
Transport,North,Google Workspaces,MidMarket,Trade Show,2021,Q2,5920741.91434289,5924517.992615264
Transport,North,Google Workspaces,MidMarket,Mail,2021,Q2,5997566.506725761,5733137.088897506
Transport,North,Google Workspaces,SME,Website,2021,Q2,5883352.797602324,5777971.954249909
Transport,North,Google Workspaces,SME,Trade Show,2021,Q2,6125834.042331729,5634717.553348858
Transport,North,Google Workspaces,SME,Mail,2021,Q2,5888240.269247647,5782106.670936034
Transport,North,Hyperscaler,LargeEnterprise,Website,2021,Q2,3164850.6834283406,7259018.297499613
Transport,North,Hyperscaler,LargeEnterprise,Trade Show,2021,Q2,3014954.2425139137,7429626.45909023
Transport,North,Hyperscaler,LargeEnterprise,Mail,2021,Q2,3119588.362558713,7419690.383588318
Transport,North,Hyperscaler,MidMarket,Website,2021,Q2,7917409.509790689,7945508.576729684
Transport,North,Hyperscaler,MidMarket,Trade Show,2021,Q2,7568257.417029872,7653218.315588447
Transport,North,Hyperscaler,MidMarket,Mail,2021,Q2,7946421.222043694,7957270.580591315
Transport,North,Hyperscaler,SME,Website,2021,Q2,7702639.840456394,7703867.058679844
Transport,North,Hyperscaler,SME,Trade Show,2021,Q2,7935726.844538817,7891326.418011754
Transport,North,Hyperscaler,SME,Mail,2021,Q2,7808551.707546434,7590756.1146268165
Transport,North,OTC,LargeEnterprise,Website,2021,Q2,1343070.6926576523,3942835.4382580887
Transport,North,OTC,LargeEnterprise,Trade Show,2021,Q2,1333640.9042402494,4053882.090384352
Transport,North,OTC,LargeEnterprise,Mail,2021,Q2,1343249.5068484936,4049301.821653652
Transport,North,OTC,MidMarket,Website,2021,Q2,3314273.4289934286,4270462.753275277
Transport,North,OTC,MidMarket,Trade Show,2021,Q2,3324855.4294093293,4299957.81943428
Transport,North,OTC,MidMarket,Mail,2021,Q2,3316696.3436446046,4139298.9980233265
Transport,North,OTC,SME,Website,2021,Q2,3382931.054252763,4280267.860648615
Transport,North,OTC,SME,Trade Show,2021,Q2,3460476.3591431146,4253480.237453595
Transport,North,OTC,SME,Mail,2021,Q2,3324338.423270746,4117354.70655665
Transport,West,MPLS,LargeEnterprise,Website,2021,Q2,5234723.690013223,16330869.66604634
Transport,West,MPLS,LargeEnterprise,Trade Show,2021,Q2,5402979.738744016,16326040.616566155
Transport,West,MPLS,LargeEnterprise,Mail,2021,Q2,5256648.931770222,16956800.02699842
Transport,West,MPLS,MidMarket,Website,2021,Q2,13059993.640948689,17528693.7770305
Transport,West,MPLS,MidMarket,Trade Show,2021,Q2,13116754.554115385,17886417.46382909
Transport,West,MPLS,MidMarket,Mail,2021,Q2,13737237.883649325,17764896.018323306
Transport,West,MPLS,SME,Website,2021,Q2,13653406.26191309,17977239.269645292
Transport,West,MPLS,SME,Trade Show,2021,Q2,13270231.941202179,18148380.62746192
Transport,West,MPLS,SME,Mail,2021,Q2,13517608.008404797,18124511.008101173
Transport,West,SD-WAN,LargeEnterprise,Website,2021,Q2,3200255.4742265805,7457339.137495111
Transport,West,SD-WAN,LargeEnterprise,Trade Show,2021,Q2,3227594.177076633,7433991.676152802
Transport,West,SD-WAN,LargeEnterprise,Mail,2021,Q2,3228678.5265847184,7403649.681438874
Transport,West,SD-WAN,MidMarket,Website,2021,Q2,8045336.176291767,8159293.842207571
Transport,West,SD-WAN,MidMarket,Trade Show,2021,Q2,7868110.4677565545,7899755.279848167
Transport,West,SD-WAN,MidMarket,Mail,2021,Q2,7757124.69907292,7864818.673246507
Transport,West,SD-WAN,SME,Website,2021,Q2,7960705.942720194,8101334.399076682
Transport,West,SD-WAN,SME,Trade Show,2021,Q2,8173497.959703005,7913884.975325692
Transport,West,SD-WAN,SME,Mail,2021,Q2,8016386.007987701,8152006.3728172155
Transport,West,MS365,LargeEnterprise,Website,2021,Q2,3260048.8499839394,7433580.95930373
Transport,West,MS365,LargeEnterprise,Trade Show,2021,Q2,3291197.1114676823,7605633.316351127
Transport,West,MS365,LargeEnterprise,Mail,2021,Q2,3129227.135245668,7303512.460853794
Transport,West,MS365,MidMarket,Website,2021,Q2,8081357.25296987,7992973.928059269
Transport,West,MS365,MidMarket,Trade Show,2021,Q2,8072806.933440633,7972111.583047781
Transport,West,MS365,MidMarket,Mail,2021,Q2,8222286.280584435,8205435.847596511
Transport,West,MS365,SME,Website,2021,Q2,8225047.023180459,8279544.266476686
Transport,West,MS365,SME,Trade Show,2021,Q2,8078863.650217369,8030092.23575824
Transport,West,MS365,SME,Mail,2021,Q2,7862189.945625375,8209456.034094815
Transport,West,Google Workspaces,LargeEnterprise,Website,2021,Q2,2433255.3478530277,5449232.3360550655
Transport,West,Google Workspaces,LargeEnterprise,Trade Show,2021,Q2,2332084.576863135,5537462.514614906
Transport,West,Google Workspaces,LargeEnterprise,Mail,2021,Q2,2430642.9262392325,5485953.967042689
Transport,West,Google Workspaces,MidMarket,Website,2021,Q2,6123970.971416275,5618734.022464705
Transport,West,Google Workspaces,MidMarket,Trade Show,2021,Q2,5931087.263455603,5843261.32948086
Transport,West,Google Workspaces,MidMarket,Mail,2021,Q2,6021721.179526299,5780479.5023308275
Transport,West,Google Workspaces,SME,Website,2021,Q2,5948390.724426111,5597177.685787823
Transport,West,Google Workspaces,SME,Trade Show,2021,Q2,5951178.600437536,5680121.9681665115
Transport,West,Google Workspaces,SME,Mail,2021,Q2,5904583.993502466,5916881.5393539
Transport,West,Hyperscaler,LargeEnterprise,Website,2021,Q2,3139559.7030879944,7398002.753284477
Transport,West,Hyperscaler,LargeEnterprise,Trade Show,2021,Q2,3172486.2187542757,7341848.775288108
Transport,West,Hyperscaler,LargeEnterprise,Mail,2021,Q2,3173351.592170214,7422598.12977691
Transport,West,Hyperscaler,MidMarket,Website,2021,Q2,7571110.206100326,7869905.81858559
Transport,West,Hyperscaler,MidMarket,Trade Show,2021,Q2,7902160.572135091,7493272.723487953
Transport,West,Hyperscaler,MidMarket,Mail,2021,Q2,7837218.142252335,7624579.159951856
Transport,West,Hyperscaler,SME,Website,2021,Q2,7608027.199087494,7502930.452451091
Transport,West,Hyperscaler,SME,Trade Show,2021,Q2,7520269.16894142,7532955.396384452
Transport,West,Hyperscaler,SME,Mail,2021,Q2,7615197.126365165,7591948.361056811
Transport,West,OTC,LargeEnterprise,Website,2021,Q2,1393898.8127769982,3942286.5421500956
Transport,West,OTC,LargeEnterprise,Trade Show,2021,Q2,1370672.3931706974,4025291.4332220913
Transport,West,OTC,LargeEnterprise,Mail,2021,Q2,1377987.189891189,4028774.7109292774
Transport,West,OTC,MidMarket,Website,2021,Q2,3348429.908737156,4253002.194313068
Transport,West,OTC,MidMarket,Trade Show,2021,Q2,3444621.1749870437,4333662.616233527
Transport,West,OTC,MidMarket,Mail,2021,Q2,3300768.592236466,4222974.495746483
Transport,West,OTC,SME,Website,2021,Q2,3373020.8753355504,4323543.056191645
Transport,West,OTC,SME,Trade Show,2021,Q2,3425343.8725773604,4211082.023499819
Transport,West,OTC,SME,Mail,2021,Q2,3325319.2008799664,4165360.2472986034
Transport,South,MPLS,LargeEnterprise,Website,2021,Q2,5461864.976233729,17153485.36472151
Transport,South,MPLS,LargeEnterprise,Trade Show,2021,Q2,5269059.967721487,16612268.990486477
Transport,South,MPLS,LargeEnterprise,Mail,2021,Q2,5405882.49707353,16730521.311491938
Transport,South,MPLS,MidMarket,Website,2021,Q2,13312149.80864741,17734039.934539348
Transport,South,MPLS,MidMarket,Trade Show,2021,Q2,13468603.409867901,18100497.662740268
Transport,South,MPLS,MidMarket,Mail,2021,Q2,13068060.775082387,18464998.609774023
Transport,South,MPLS,SME,Website,2021,Q2,12993839.02643549,17401190.984259494
Transport,South,MPLS,SME,Trade Show,2021,Q2,13725623.975159314,18360558.395135447
Transport,South,MPLS,SME,Mail,2021,Q2,13201013.52097283,17377504.011821512
Transport,South,SD-WAN,LargeEnterprise,Website,2021,Q2,3255461.5083475085,7388329.036611135
Transport,South,SD-WAN,LargeEnterprise,Trade Show,2021,Q2,3290585.4584867135,7299098.760003517
Transport,South,SD-WAN,LargeEnterprise,Mail,2021,Q2,3136556.8436780586,7567643.36671964
Transport,South,SD-WAN,MidMarket,Website,2021,Q2,7867655.65186017,7762796.007421358
Transport,South,SD-WAN,MidMarket,Trade Show,2021,Q2,8062014.112715451,8008560.479551512
Transport,South,SD-WAN,MidMarket,Mail,2021,Q2,8209895.235147818,7882197.697640731
Transport,South,SD-WAN,SME,Website,2021,Q2,8185637.982909277,7803388.774215869
Transport,South,SD-WAN,SME,Trade Show,2021,Q2,7983826.65373651,8115264.238324341
Transport,South,SD-WAN,SME,Mail,2021,Q2,8126647.531372399,7844317.378067639
Transport,South,MS365,LargeEnterprise,Website,2021,Q2,3123775.30466173,7385646.49396809
Transport,South,MS365,LargeEnterprise,Trade Show,2021,Q2,3288422.100342968,7409289.369099637
Transport,South,MS365,LargeEnterprise,Mail,2021,Q2,3285862.5010247845,7552655.550403608
Transport,South,MS365,MidMarket,Website,2021,Q2,7823122.978637176,8128057.013618928
Transport,South,MS365,MidMarket,Trade Show,2021,Q2,7889482.172344436,7811636.215761777
Transport,South,MS365,MidMarket,Mail,2021,Q2,7792033.0884324275,7922159.222928441
Transport,South,MS365,SME,Website,2021,Q2,7875933.201139822,8015351.817082838
Transport,South,MS365,SME,Trade Show,2021,Q2,8142084.711747146,7966565.78539831
Transport,South,MS365,SME,Mail,2021,Q2,7928063.355587569,8238697.121588299
Transport,South,Google Workspaces,LargeEnterprise,Website,2021,Q2,2329358.679661449,5478241.474424709
Transport,South,Google Workspaces,LargeEnterprise,Trade Show,2021,Q2,2366493.9496797184,5424906.617399387
Transport,South,Google Workspaces,LargeEnterprise,Mail,2021,Q2,2460003.1200429224,5330032.917683152
Transport,South,Google Workspaces,MidMarket,Website,2021,Q2,6021373.093927183,5838808.461755511
Transport,South,Google Workspaces,MidMarket,Trade Show,2021,Q2,5943276.865372936,5889295.268661502
Transport,South,Google Workspaces,MidMarket,Mail,2021,Q2,5851977.086743193,5801431.495314248
Transport,South,Google Workspaces,SME,Website,2021,Q2,6151761.016392968,5868397.7001007
Transport,South,Google Workspaces,SME,Trade Show,2021,Q2,6091292.130356862,5855911.925783666
Transport,South,Google Workspaces,SME,Mail,2021,Q2,5894016.120916333,5793276.424307675
Transport,South,Hyperscaler,LargeEnterprise,Website,2021,Q2,3008634.3653970663,7127022.066472821
Transport,South,Hyperscaler,LargeEnterprise,Trade Show,2021,Q2,3006091.168166339,7318423.141327732
Transport,South,Hyperscaler,LargeEnterprise,Mail,2021,Q2,3018151.9988746964,7080501.7580987215
Transport,South,Hyperscaler,MidMarket,Website,2021,Q2,7763123.735134994,7857109.145697336
Transport,South,Hyperscaler,MidMarket,Trade Show,2021,Q2,7927709.467396003,7868960.603609931
Transport,South,Hyperscaler,MidMarket,Mail,2021,Q2,7723383.657782437,7877283.745942523
Transport,South,Hyperscaler,SME,Website,2021,Q2,7887121.485149036,7712114.354220522
Transport,South,Hyperscaler,SME,Trade Show,2021,Q2,7699330.700367499,7579481.256582454
Transport,South,Hyperscaler,SME,Mail,2021,Q2,7823574.399534364,7535611.334618215
Transport,South,OTC,LargeEnterprise,Website,2021,Q2,1378887.6865261593,4000153.790115893
Transport,South,OTC,LargeEnterprise,Trade Show,2021,Q2,1332447.3410033586,4034637.2940439703
Transport,South,OTC,LargeEnterprise,Mail,2021,Q2,1348034.226118095,3977826.9146438963
Transport,South,OTC,MidMarket,Website,2021,Q2,3427539.0794149297,4130956.5085231345
Transport,South,OTC,MidMarket,Trade Show,2021,Q2,3309628.4705140307,4335400.193685412
Transport,South,OTC,MidMarket,Mail,2021,Q2,3370153.016492574,4349414.959971825
Transport,South,OTC,SME,Website,2021,Q2,3406208.2706057304,4205733.522676333
Transport,South,OTC,SME,Trade Show,2021,Q2,3502230.8140239473,4247475.3149812715
Transport,South,OTC,SME,Mail,2021,Q2,3393666.9366618367,4294635.391633038
Transport,East,MPLS,LargeEnterprise,Website,2021,Q2,5459587.009685901,16969122.924481
Transport,East,MPLS,LargeEnterprise,Trade Show,2021,Q2,5333671.049878424,17206097.973956857
Transport,East,MPLS,LargeEnterprise,Mail,2021,Q2,5453138.219317271,16332635.308200413
Transport,East,MPLS,MidMarket,Website,2021,Q2,13468087.932310203,18010399.096321065
Transport,East,MPLS,MidMarket,Trade Show,2021,Q2,13706794.279860655,18132420.98675586
Transport,East,MPLS,MidMarket,Mail,2021,Q2,13316859.825711291,18349860.622685988
Transport,East,MPLS,SME,Website,2021,Q2,13475375.533205733,18332316.843933266
Transport,East,MPLS,SME,Trade Show,2021,Q2,13496455.77149828,18446310.7951109
Transport,East,MPLS,SME,Mail,2021,Q2,13322139.578661626,17935076.512148406
Transport,East,SD-WAN,LargeEnterprise,Website,2021,Q2,3123435.851481979,7601132.628392545
Transport,East,SD-WAN,LargeEnterprise,Trade Show,2021,Q2,3113514.3266565045,7417090.305951953
Transport,East,SD-WAN,LargeEnterprise,Mail,2021,Q2,3098483.6834494597,7414824.287990585
Transport,East,SD-WAN,MidMarket,Website,2021,Q2,8164974.874096471,7861877.823776628
Transport,East,SD-WAN,MidMarket,Trade Show,2021,Q2,7853631.435713364,8137950.153452302
Transport,East,SD-WAN,MidMarket,Mail,2021,Q2,7841429.0032702405,8219848.730305187
Transport,East,SD-WAN,SME,Website,2021,Q2,8097776.474292136,7863340.7395913815
Transport,East,SD-WAN,SME,Trade Show,2021,Q2,7894459.664098936,7765494.105220522
Transport,East,SD-WAN,SME,Mail,2021,Q2,7985375.490610191,8136633.127436099
Transport,East,MS365,LargeEnterprise,Website,2021,Q2,3129010.9546269313,7568047.459812816
Transport,East,MS365,LargeEnterprise,Trade Show,2021,Q2,3284961.207103789,7724190.876035761
Transport,East,MS365,LargeEnterprise,Mail,2021,Q2,3263802.7525535985,7398784.909988701
Transport,East,MS365,MidMarket,Website,2021,Q2,8165477.1294040615,7837965.116319664
Transport,East,MS365,MidMarket,Trade Show,2021,Q2,7941980.382096288,8045646.076187523
Transport,East,MS365,MidMarket,Mail,2021,Q2,8115875.08968534,7845080.611307808
Transport,East,MS365,SME,Website,2021,Q2,7813414.26384206,7931976.3495626105
Transport,East,MS365,SME,Trade Show,2021,Q2,7747268.785327525,7865045.599028523
Transport,East,MS365,SME,Mail,2021,Q2,7752821.254209392,7913417.874249787
Transport,East,Google Workspaces,LargeEnterprise,Website,2021,Q2,2402246.33596183,5253600.168211328
Transport,East,Google Workspaces,LargeEnterprise,Trade Show,2021,Q2,2383050.697827846,5533019.554279078
Transport,East,Google Workspaces,LargeEnterprise,Mail,2021,Q2,2392212.106243401,5310428.600930802
Transport,East,Google Workspaces,MidMarket,Website,2021,Q2,5793795.0308341645,5748131.183427354
Transport,East,Google Workspaces,MidMarket,Trade Show,2021,Q2,5945663.640136357,5908708.680295265
Transport,East,Google Workspaces,MidMarket,Mail,2021,Q2,6053699.881270469,5830562.39002066
Transport,East,Google Workspaces,SME,Website,2021,Q2,5952981.260450545,5809626.837277394
Transport,East,Google Workspaces,SME,Trade Show,2021,Q2,6058875.647210217,5840535.611892753
Transport,East,Google Workspaces,SME,Mail,2021,Q2,5876292.411209849,5884063.241912013
Transport,East,Hyperscaler,LargeEnterprise,Website,2021,Q2,3149210.318181376,7376641.306058966
Transport,East,Hyperscaler,LargeEnterprise,Trade Show,2021,Q2,3106699.12933669,7272893.549198996
Transport,East,Hyperscaler,LargeEnterprise,Mail,2021,Q2,3035251.1872093906,7382087.601118538
Transport,East,Hyperscaler,MidMarket,Website,2021,Q2,7600404.626596575,7741665.28891779
Transport,East,Hyperscaler,MidMarket,Trade Show,2021,Q2,7785476.455476699,7619592.571495025
Transport,East,Hyperscaler,MidMarket,Mail,2021,Q2,7880970.2910114825,7904682.866615633
Transport,East,Hyperscaler,SME,Website,2021,Q2,7685019.6461685365,7744538.629522747
Transport,East,Hyperscaler,SME,Trade Show,2021,Q2,7610610.963093708,7917008.477050439
Transport,East,Hyperscaler,SME,Mail,2021,Q2,7898503.6675498765,7507444.156231173
Transport,East,OTC,LargeEnterprise,Website,2021,Q2,1373676.4927321966,3916697.153063755
Transport,East,OTC,LargeEnterprise,Trade Show,2021,Q2,1355265.2369801272,4049488.5057187914
Transport,East,OTC,LargeEnterprise,Mail,2021,Q2,1358579.4131131968,3881015.408888663
Transport,East,OTC,MidMarket,Website,2021,Q2,3337422.275982118,4337116.903190992
Transport,East,OTC,MidMarket,Trade Show,2021,Q2,3425354.1280616983,4340314.169211144
Transport,East,OTC,MidMarket,Mail,2021,Q2,3369570.819891279,4321760.692855483
Transport,East,OTC,SME,Website,2021,Q2,3502110.25829313,4239419.657096567
Transport,East,OTC,SME,Trade Show,2021,Q2,3394842.691749153,4260949.351385818
Transport,East,OTC,SME,Mail,2021,Q2,3396029.296813735,4318522.291596218
Transport,International,MPLS,LargeEnterprise,Website,2021,Q2,5377541.013109927,17009582.50821238
Transport,International,MPLS,LargeEnterprise,Trade Show,2021,Q2,5492607.8165974,16860264.806038562
Transport,International,MPLS,LargeEnterprise,Mail,2021,Q2,5454590.02332543,17220919.03097756
Transport,International,MPLS,MidMarket,Website,2021,Q2,13349805.063797677,18125557.897638313
Transport,International,MPLS,MidMarket,Trade Show,2021,Q2,13569155.036933782,18443548.12652835
Transport,International,MPLS,MidMarket,Mail,2021,Q2,13460562.851471292,17436165.889722127
Transport,International,MPLS,SME,Website,2021,Q2,13383610.637623006,17525671.019202176
Transport,International,MPLS,SME,Trade Show,2021,Q2,13137632.250526495,17868561.3750176
Transport,International,MPLS,SME,Mail,2021,Q2,13360303.425622605,17795506.845604006
Transport,International,SD-WAN,LargeEnterprise,Website,2021,Q2,3143279.1493604523,7579226.115819907
Transport,International,SD-WAN,LargeEnterprise,Trade Show,2021,Q2,3274065.1401818474,7295452.946510506
Transport,International,SD-WAN,LargeEnterprise,Mail,2021,Q2,3160792.5608698423,7667425.183509377
Transport,International,SD-WAN,MidMarket,Website,2021,Q2,8203451.651936013,7892040.38548564
Transport,International,SD-WAN,MidMarket,Trade Show,2021,Q2,7998576.101085309,7947684.948177145
Transport,International,SD-WAN,MidMarket,Mail,2021,Q2,8046709.656280105,7872334.796355174
Transport,International,SD-WAN,SME,Website,2021,Q2,8003407.170511531,8021207.891640959
Transport,International,SD-WAN,SME,Trade Show,2021,Q2,7801292.346716115,7766714.493177573
Transport,International,SD-WAN,SME,Mail,2021,Q2,7921732.717232703,7811211.835483475
Transport,International,MS365,LargeEnterprise,Website,2021,Q2,3116615.8833073177,7625804.063596486
Transport,International,MS365,LargeEnterprise,Trade Show,2021,Q2,3219080.043135847,7368547.501650914
Transport,International,MS365,LargeEnterprise,Mail,2021,Q2,3184636.361225323,7391092.118380009
Transport,International,MS365,MidMarket,Website,2021,Q2,8123515.653742144,8193757.769595556
Transport,International,MS365,MidMarket,Trade Show,2021,Q2,7850871.568052143,7848941.921716805
Transport,International,MS365,MidMarket,Mail,2021,Q2,7823532.350084896,8018556.606794373
Transport,International,MS365,SME,Website,2021,Q2,7941764.464543202,7814327.430834262
Transport,International,MS365,SME,Trade Show,2021,Q2,8196186.452532035,7973874.505788694
Transport,International,MS365,SME,Mail,2021,Q2,8090474.907075014,8147432.409447191
Transport,International,Google Workspaces,LargeEnterprise,Website,2021,Q2,2377714.92765193,5248312.983743205
Transport,International,Google Workspaces,LargeEnterprise,Trade Show,2021,Q2,2392103.378687995,5511407.44284887
Transport,International,Google Workspaces,LargeEnterprise,Mail,2021,Q2,2328746.564397007,5518383.165667717
Transport,International,Google Workspaces,MidMarket,Website,2021,Q2,6151175.484488774,5628449.702177217
Transport,International,Google Workspaces,MidMarket,Trade Show,2021,Q2,6034804.845644657,5941240.101722577
Transport,International,Google Workspaces,MidMarket,Mail,2021,Q2,5895452.341465482,5696442.867607662
Transport,International,Google Workspaces,SME,Website,2021,Q2,6005325.673445102,5621073.07826608
Transport,International,Google Workspaces,SME,Trade Show,2021,Q2,5831108.715383439,5593162.864187908
Transport,International,Google Workspaces,SME,Mail,2021,Q2,6144321.583944813,5735638.987364309
Transport,International,Hyperscaler,LargeEnterprise,Website,2021,Q2,3028444.7829819648,7267230.215509796
Transport,International,Hyperscaler,LargeEnterprise,Trade Show,2021,Q2,3117974.1906531956,7135848.799799886
Transport,International,Hyperscaler,LargeEnterprise,Mail,2021,Q2,3041814.1620396557,7358564.144451949
Transport,International,Hyperscaler,MidMarket,Website,2021,Q2,7827820.508089768,7827368.785875119
Transport,International,Hyperscaler,MidMarket,Trade Show,2021,Q2,7855847.785808382,7654057.087128066
Transport,International,Hyperscaler,MidMarket,Mail,2021,Q2,7806943.51332219,7835741.68473355
Transport,International,Hyperscaler,SME,Website,2021,Q2,7779076.905791654,7933254.535560219
Transport,International,Hyperscaler,SME,Trade Show,2021,Q2,7910543.901178742,7532476.780504262
Transport,International,Hyperscaler,SME,Mail,2021,Q2,7525633.465517944,7633219.859287978
Transport,International,OTC,LargeEnterprise,Website,2021,Q2,1345511.946594669,3932577.934960716
Transport,International,OTC,LargeEnterprise,Trade Show,2021,Q2,1338634.051628757,3940942.8164430126
Transport,International,OTC,LargeEnterprise,Mail,2021,Q2,1400208.8810439748,3951610.1341041224
Transport,International,OTC,MidMarket,Website,2021,Q2,3375948.5162870497,4171410.7725647376
Transport,International,OTC,MidMarket,Trade Show,2021,Q2,3447373.2023905446,4266203.10725209
Transport,International,OTC,MidMarket,Mail,2021,Q2,3437407.806764971,4260469.75804741
Transport,International,OTC,SME,Website,2021,Q2,3339050.610444721,4243079.012862325
Transport,International,OTC,SME,Trade Show,2021,Q2,3344651.9219063795,4123097.064496863
Transport,International,OTC,SME,Mail,2021,Q2,3353451.8219034816,4217003.464730242
Manufacturing,North,MPLS,LargeEnterprise,Website,2021,Q2,5326804.504706111,16579796.502014974
Manufacturing,North,MPLS,LargeEnterprise,Trade Show,2021,Q2,5268828.383178582,16717857.608738678
Manufacturing,North,MPLS,LargeEnterprise,Mail,2021,Q2,5198433.666124287,17159070.334771406
Manufacturing,North,MPLS,MidMarket,Website,2021,Q2,13700889.852475164,17900461.30312663
Manufacturing,North,MPLS,MidMarket,Trade Show,2021,Q2,13771569.315795204,17388536.614804875
Manufacturing,North,MPLS,MidMarket,Mail,2021,Q2,13259989.368212642,17854711.71040402
Manufacturing,North,MPLS,SME,Website,2021,Q2,13257477.941932242,18273656.03031361
Manufacturing,North,MPLS,SME,Trade Show,2021,Q2,12985787.900604445,18229121.480425254
Manufacturing,North,MPLS,SME,Mail,2021,Q2,13537635.360552678,17936515.69263628
Manufacturing,North,SD-WAN,LargeEnterprise,Website,2021,Q2,3256588.084014967,7336119.9559437465
Manufacturing,North,SD-WAN,LargeEnterprise,Trade Show,2021,Q2,3123884.7418062985,7434335.508371102
Manufacturing,North,SD-WAN,LargeEnterprise,Mail,2021,Q2,3126437.431984164,7479316.934480364
Manufacturing,North,SD-WAN,MidMarket,Website,2021,Q2,8124190.721664328,8226718.336513087
Manufacturing,North,SD-WAN,MidMarket,Trade Show,2021,Q2,8039254.907052544,8052883.999633592
Manufacturing,North,SD-WAN,MidMarket,Mail,2021,Q2,7759985.730928966,8077362.423662668
Manufacturing,North,SD-WAN,SME,Website,2021,Q2,8042312.455651696,7978244.80234604
Manufacturing,North,SD-WAN,SME,Trade Show,2021,Q2,7889035.662444954,7911307.511306711
Manufacturing,North,SD-WAN,SME,Mail,2021,Q2,7918264.731379163,8135367.610434728
Manufacturing,North,MS365,LargeEnterprise,Website,2021,Q2,3247791.7510049124,7510415.010758961
Manufacturing,North,MS365,LargeEnterprise,Trade Show,2021,Q2,3255851.785735225,7740285.629219191
Manufacturing,North,MS365,LargeEnterprise,Mail,2021,Q2,3175536.8740488025,7493022.96550005
Manufacturing,North,MS365,MidMarket,Website,2021,Q2,8206244.705222489,7836473.169891178
Manufacturing,North,MS365,MidMarket,Trade Show,2021,Q2,7941828.277244436,8139348.574892959
Manufacturing,North,MS365,MidMarket,Mail,2021,Q2,8120508.6088043675,7825947.139584791
Manufacturing,North,MS365,SME,Website,2021,Q2,7979686.698213095,7926413.213858646
Manufacturing,North,MS365,SME,Trade Show,2021,Q2,8181978.491638784,7977290.159375222
Manufacturing,North,MS365,SME,Mail,2021,Q2,8186980.789884216,8167392.639081355
Manufacturing,North,Google Workspaces,LargeEnterprise,Website,2021,Q2,2329215.281772328,5381513.791352871
Manufacturing,North,Google Workspaces,LargeEnterprise,Trade Show,2021,Q2,2453435.685726168,5228056.841339474
Manufacturing,North,Google Workspaces,LargeEnterprise,Mail,2021,Q2,2437202.3922086773,5421926.942704046
Manufacturing,North,Google Workspaces,MidMarket,Website,2021,Q2,6080488.454747059,5736667.803023613
Manufacturing,North,Google Workspaces,MidMarket,Trade Show,2021,Q2,5864548.999392612,5916909.530925492
Manufacturing,North,Google Workspaces,MidMarket,Mail,2021,Q2,6085538.932266541,5767788.589777616
Manufacturing,North,Google Workspaces,SME,Website,2021,Q2,6102002.696780395,5841740.507759529
Manufacturing,North,Google Workspaces,SME,Trade Show,2021,Q2,5896822.543861379,5668664.549521767
Manufacturing,North,Google Workspaces,SME,Mail,2021,Q2,6139355.9256594,5860103.196897552
Manufacturing,North,Hyperscaler,LargeEnterprise,Website,2021,Q2,3004811.2754786965,7307463.969501347
Manufacturing,North,Hyperscaler,LargeEnterprise,Trade Show,2021,Q2,3023738.7465028316,7388300.397116167
Manufacturing,North,Hyperscaler,LargeEnterprise,Mail,2021,Q2,3097079.214975541,7004146.525015258
Manufacturing,North,Hyperscaler,MidMarket,Website,2021,Q2,7760770.260227158,7700094.085742716
Manufacturing,North,Hyperscaler,MidMarket,Trade Show,2021,Q2,7793573.256579946,7809656.226199078
Manufacturing,North,Hyperscaler,MidMarket,Mail,2021,Q2,7496472.2334159,7533454.803888458
Manufacturing,North,Hyperscaler,SME,Website,2021,Q2,7942656.416321991,7682643.6574959485
Manufacturing,North,Hyperscaler,SME,Trade Show,2021,Q2,7509534.747072768,7934039.103783065
Manufacturing,North,Hyperscaler,SME,Mail,2021,Q2,7556108.404507151,7694623.7959628105
Manufacturing,North,OTC,LargeEnterprise,Website,2021,Q2,1319133.1712077616,4058561.7767611193
Manufacturing,North,OTC,LargeEnterprise,Trade Show,2021,Q2,1365151.8965271823,3834487.811046715
Manufacturing,North,OTC,LargeEnterprise,Mail,2021,Q2,1395568.4944840076,3993992.7413398474
Manufacturing,North,OTC,MidMarket,Website,2021,Q2,3433500.105611964,4243905.005417279
Manufacturing,North,OTC,MidMarket,Trade Show,2021,Q2,3466111.517961725,4223097.913999859
Manufacturing,North,OTC,MidMarket,Mail,2021,Q2,3297680.3253693534,4344695.257653756
Manufacturing,North,OTC,SME,Website,2021,Q2,3407709.8852135087,4127205.0581227536
